movieTitle,movieIMDbLink,gross,budget,profit,ROI,actor
Jesus' Son,http://www.imdb.com/title/tt0186253/?ref_=fn_tt_tt_1,1282084,2500000,-1217916,-48.71664,Billy Crudup
Robot & Frank,http://www.imdb.com/title/tt1990314/?ref_=fn_tt_tt_1,3325638,2500000,825638,33.02552,Frank Langella
My Life Without Me,http://www.imdb.com/title/tt0314412/?ref_=fn_tt_tt_1,395592,2000000,-1604408,-80.2204,Sarah Polley
The Spectacular Now,http://www.imdb.com/title/tt1714206/?ref_=fn_tt_tt_1,6851969,2500000,4351969,174.07876,Shailene Woodley
Marilyn Hotchkiss' Ballroom Dancing and Charm School,http://www.imdb.com/title/tt0283465/?ref_=fn_tt_tt_1,333658,34000,299658,881.3470588235294,William Hurt
Religulous,http://www.imdb.com/title/tt0815241/?ref_=fn_tt_tt_1,12995673,2500000,10495673,419.82692000000003,Bill Maher
Fuel,http://www.imdb.com/title/tt1294164/?ref_=fn_tt_tt_1,173783,2500000,-2326217,-93.04867999999999,Larry David
Valley of the Heart's Delight,http://www.imdb.com/title/tt0472200/?ref_=fn_tt_tt_1,118666,2500000,-2381334,-95.25336,Bruce McGill
Dodgeball: A True Underdog Story,http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1,114324072,20000000,94324072,471.62036,Gary Cole
Eye of the Dolphin,http://www.imdb.com/title/tt0465407/?ref_=fn_tt_tt_1,71904,2500000,-2428096,-97.12384,Katharine Ross
8: The Mormon Proposition,http://www.imdb.com/title/tt1484522/?ref_=fn_tt_tt_1,99851,2500000,-2400149,-96.00596,Dustin Lance Black
The Other End of the Line,http://www.imdb.com/title/tt1049405/?ref_=fn_tt_tt_1,115504,14000000,-13884496,-99.17497142857142,Larry Miller
Anatomy,http://www.imdb.com/title/tt0187696/?ref_=fn_tt_tt_1,5725,8400000,-8394275,-99.93184523809524,Benno FÃŒ_rmann
Sleep Dealer,http://www.imdb.com/title/tt0804529/?ref_=fn_tt_tt_1,75727,2500000,-2424273,-96.97092,Leonor Varela
Super,http://www.imdb.com/title/tt1512235/?ref_=fn_tt_tt_1,322157,2500000,-2177843,-87.11372,Linda Cardellini
Get on the Bus,http://www.imdb.com/title/tt0116404/?ref_=fn_tt_tt_1,5731103,2400000,3331103,138.79595833333335,Bernie Mac
Thr3e,http://www.imdb.com/title/tt0486028/?ref_=fn_tt_tt_1,978908,2400000,-1421092,-59.21216666666667,Marc Blucas
This Is England,http://www.imdb.com/title/tt0480025/?ref_=fn_tt_tt_1,327919,1500000,-1172081,-78.13873333333333,Stephen Graham
Go for It!,http://www.imdb.com/title/tt1307926/?ref_=fn_tt_tt_1,178739,2450000,-2271261,-92.7045306122449,Jossara Jinaro
Friday the 13th Part III,http://www.imdb.com/title/tt0083972/?ref_=fn_tt_tt_1,36200000,4000000,32200000,805.0000000000001,Richard Brooker
Friday the 13th: A New Beginning,http://www.imdb.com/title/tt0089173/?ref_=fn_tt_tt_1,21300000,2200000,19100000,868.1818181818181,Tiffany Helm
The Last Sin Eater,http://www.imdb.com/title/tt0810928/?ref_=fn_tt_tt_1,379643,2200000,-1820357,-82.7435,Henry Thomas
Do You Believe?,http://www.imdb.com/title/tt4056738/?ref_=fn_tt_tt_1,12985267,2300000,10685267,464.57682608695654,Alexa PenaVega
The Best Years of Our Lives,http://www.imdb.com/title/tt0036868/?ref_=fn_tt_tt_1,23650000,2100000,21550000,1026.1904761904764,Myrna Loy
Elling,http://www.imdb.com/title/tt0279064/?ref_=fn_tt_tt_1,313436,15500000,-15186564,-97.97783225806451,JÃŒÃ_rgen Langhelle
Mi America,http://www.imdb.com/title/tt2460506/?ref_=fn_tt_tt_1,3330,2100000,-2096670,-99.84142857142857,Michael Derek
From Russia with Love,http://www.imdb.com/title/tt0057076/?ref_=fn_tt_tt_1,24800000,2000000,22800000,1140,Robert Shaw
The Toxic Avenger Part II,http://www.imdb.com/title/tt0098503/?ref_=fn_tt_tt_1,792966,2300000,-1507034,-65.52321739130434,Phoebe Legere
It Follows,http://www.imdb.com/title/tt3235888/?ref_=fn_tt_tt_1,14673301,2000000,12673301,633.6650500000001,Maika Monroe
Mad Max 2: The Road Warrior,http://www.imdb.com/title/tt0082694/?ref_=fn_tt_tt_1,9003011,2000000,7003011,350.15055,Vernon Wells
The Legend of Drunken Master,http://www.imdb.com/title/tt0111512/?ref_=fn_tt_tt_1,11546543,2000000,9546543,477.32714999999996,Andy Lau
Boys Don't Cry,http://www.imdb.com/title/tt0171804/?ref_=fn_tt_tt_1,11533945,2000000,9533945,476.69724999999994,Alicia Goranson
Silent House,http://www.imdb.com/title/tt1767382/?ref_=fn_tt_tt_1,12555230,2000000,10555230,527.7615,Eric Sheffer Stevens
The Lives of Others,http://www.imdb.com/title/tt0405094/?ref_=fn_tt_tt_1,11284657,2000000,9284657,464.23285,Sebastian Koch
Courageous,http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1,34522221,2000000,32522221,1626.11105,Ben Davies
The Triplets of Belleville,http://www.imdb.com/title/tt0286244/?ref_=fn_tt_tt_1,7002255,9500000,-2497745,-26.29205263157895,Michel Robin
Smoke Signals,http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1,6719300,2000000,4719300,235.96499999999997,Michael Greyeyes
Before Sunset,http://www.imdb.com/title/tt0381681/?ref_=fn_tt_tt_1,5792822,2700000,3092822,114.54896296296295,Vernon Dobtcheff
Amores Perros,http://www.imdb.com/title/tt0245712/?ref_=fn_tt_tt_1,5383834,2000000,3383834,169.1917,Adriana Barraza
Thirteen,http://www.imdb.com/title/tt0328538/?ref_=fn_tt_tt_1,4599680,1500000,3099680,206.64533333333335,Holly Hunter
Winter's Bone,http://www.imdb.com/title/tt1399683/?ref_=fn_tt_tt_1,6531491,2000000,4531491,226.57455,Jennifer Lawrence
Me and You and Everyone We Know,http://www.imdb.com/title/tt0415978/?ref_=fn_tt_tt_1,3885134,2000000,1885134,94.25670000000001,Najarra Townsend
We Are Your Friends,http://www.imdb.com/title/tt3787590/?ref_=fn_tt_tt_1,3590010,2000000,1590010,79.5005,Vanessa Lengies
Harsh Times,http://www.imdb.com/title/tt0433387/?ref_=fn_tt_tt_1,3335839,2000000,1335839,66.79195,J.K. Simmons
Captive,http://www.imdb.com/title/tt3268668/?ref_=fn_tt_tt_1,2557668,2000000,557668,27.8834,David Oyelowo
Full Frontal,http://www.imdb.com/title/tt0290212/?ref_=fn_tt_tt_1,2506446,2000000,506446,25.3223,Julia Roberts
Witchboard,http://www.imdb.com/title/tt0090327/?ref_=fn_tt_tt_1,7369373,2000000,5369373,268.46865,Kathleen Wilhoite
Hamlet,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,4414535,18000000,-13585465,-75.47480555555556,Julie Christie
Shortbus,http://www.imdb.com/title/tt0367027/?ref_=fn_tt_tt_1,1984378,2000000,-15622,-0.7811,Sook-Yin Lee
Waltz with Bashir,http://www.imdb.com/title/tt1185616/?ref_=fn_tt_tt_1,2283276,1500000,783276,52.218399999999995,Ari Folman
"The Book of Mormon Movie, Volume 1: The Journey",http://www.imdb.com/title/tt0349159/?ref_=fn_tt_tt_1,1098224,2000000,-901776,-45.0888,Noah Danby
No End in Sight,http://www.imdb.com/title/tt0912593/?ref_=fn_tt_tt_1,1430185,2000000,-569815,-28.49075,Campbell Scott
The Diary of a Teenage Girl,http://www.imdb.com/title/tt3172532/?ref_=fn_tt_tt_1,1477002,2000000,-522998,-26.1499,Alexander SkarsgÃŒÂ´rd
In the Shadow of the Moon,http://www.imdb.com/title/tt0925248/?ref_=fn_tt_tt_1,1134049,2000000,-865951,-43.29755,John F. Kennedy
Inside Deep Throat,http://www.imdb.com/title/tt0418753/?ref_=fn_tt_tt_1,653621,2000000,-1346379,-67.31895,Hugh M. Hefner
The Virginity Hit,http://www.imdb.com/title/tt1695994/?ref_=fn_tt_tt_1,535249,3400000,-2864751,-84.25738235294118,Matt Bennett
House of D,http://www.imdb.com/title/tt0372334/?ref_=fn_tt_tt_1,371081,6000000,-5628919,-93.81531666666667,Robin Williams
Six-String Samurai,http://www.imdb.com/title/tt0118736/?ref_=fn_tt_tt_1,124494,2000000,-1875506,-93.7753,Jeffrey Falcon
Saint John of Las Vegas,http://www.imdb.com/title/tt1276105/?ref_=fn_tt_tt_1,100669,3800000,-3699331,-97.35081578947369,Peter Dinklage
Stonewall,http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1,186354,13500000,-13313646,-98.61959999999999,Jeremy Irvine
The Missing Person,http://www.imdb.com/title/tt1105512/?ref_=fn_tt_tt_1,17580,1500000,-1482420,-98.828,Merritt Wever
London,http://www.imdb.com/title/tt0449061/?ref_=fn_tt_tt_1,12667,14000,-1333,-9.52142857142857,Jason Statham
Sherrybaby,http://www.imdb.com/title/tt0423169/?ref_=fn_tt_tt_1,198407,2000000,-1801593,-90.07965,Brad William Henke
Stealing Harvard,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,13973532,25000000,-11026468,-44.105872000000005,Martin Starr
Gangster's Paradise: Jerusalema,http://www.imdb.com/title/tt0783532/?ref_=fn_tt_tt_1,4958,2000000,-1995042,-99.7521,Rapulana Seiphemo
The Lady from Shanghai,http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1,7927,2300000,-2292073,-99.65534782608697,Rita Hayworth
The Ghastly Love of Johnny X,http://www.imdb.com/title/tt1754633/?ref_=fn_tt_tt_1,2436,2000000,-1997564,-99.87819999999999,Kate Maberly
River's Edge,http://www.imdb.com/title/tt0091860/?ref_=fn_tt_tt_1,4600000,1900000,2700000,142.10526315789474,Keanu Reeves
Northfork,http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,1420578,1900000,-479422,-25.232736842105265,Peter Coyote
Buried,http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1,1028658,3000000,-1971342,-65.7114,Ryan Reynolds
One to Another,http://www.imdb.com/title/tt0486751/?ref_=fn_tt_tt_1,18435,1400000,-1381565,-98.68321428571429,Karl E. Landler
Carrie,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,35266619,30000000,5266619,17.555396666666667,ChloÃŒÃ‡ Grace Moretz
A Nightmare on Elm Street,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,26505000,1800000,24705000,1372.5,Johnny Depp
Man on Wire,http://www.imdb.com/title/tt1155592/?ref_=fn_tt_tt_1,2957978,1000000,1957978,195.7978,Paul McGill
Brotherly Love,http://www.imdb.com/title/tt3262990/?ref_=fn_tt_tt_1,444044,1900000,-1455956,-76.62926315789474,Logan Browning
The Last Exorcism,http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1,40990055,1800000,39190055,2177.2252777777776,Caleb Landry Jones
El crimen del padre Amaro,http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1,5709616,1800000,3909616,217.2008888888889,DamiÃŒÃÅn AlcÃŒÃÅzar
Beasts of the Southern Wild,http://www.imdb.com/title/tt2125435/?ref_=fn_tt_tt_1,12784397,1800000,10984397,610.2442777777778,QuvenzhanÃŒÂ© Wallis
Songcatcher,http://www.imdb.com/title/tt0210299/?ref_=fn_tt_tt_1,3050934,1800000,1250934,69.49633333333334,Aidan Quinn
The Greatest Movie Ever Sold,http://www.imdb.com/title/tt1743720/?ref_=fn_tt_tt_1,638476,1500000,-861524,-57.43493333333334,Quentin Tarantino
Travelers and Magicians,http://www.imdb.com/title/tt0378906/?ref_=fn_tt_tt_1,505295,1800000,-1294705,-71.92805555555556,Tshewang Dendup
Run Lola Run,http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1,7267324,3500000,3767324,107.63782857142856,Moritz Bleibtreu
May,http://www.imdb.com/title/tt0303361/?ref_=fn_tt_tt_1,145540,500000,-354460,-70.892,James Duval
In the Bedroom,http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,35918429,1700000,34218429,2012.8487647058823,Tom Wilkinson
I Spit on Your Grave,http://www.imdb.com/title/tt1242432/?ref_=fn_tt_tt_1,92401,2000000,-1907599,-95.37995000000001,Sarah Butler
"Happy, Texas",http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1,1943649,1700000,243649,14.33229411764706,Ally Walker
My Summer of Love,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,992238,1700000,-707762,-41.63305882352941,Paddy Considine
The Lunchbox,http://www.imdb.com/title/tt2350496/?ref_=fn_tt_tt_1,4231500,1000000,3231500,323.15,Nawazuddin Siddiqui
Yes,http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,396035,1000000,-603965,-60.396499999999996,Shirley Henderson
Foolish,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1,6026908,2000000,4026908,201.34539999999998,Eddie Griffin
Caramel,http://www.imdb.com/title/tt0825236/?ref_=fn_tt_tt_1,1060591,1300000,-239409,-18.416076923076925,Yasmine Al Massri
The Bubble,http://www.imdb.com/title/tt0476643/?ref_=fn_tt_tt_1,155972,1500000,-1344028,-89.60186666666667,Ohad Knoller
Dil Jo Bhi Kahey...,http://www.imdb.com/title/tt0442764/?ref_=fn_tt_tt_1,129319,70000000,-69870681,-99.81525857142857,Annabelle Wallis
Mississippi Mermaid,http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,26893,1600000,-1573107,-98.3191875,Catherine Deneuve
I Love Your Work,http://www.imdb.com/title/tt0322700/?ref_=fn_tt_tt_1,2580,1650000,-1647420,-99.84363636363636,Judy Greer
Dawn of the Dead,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,58885635,26000000,32885635,126.48321153846153,Ty Burrell
Waitress,http://www.imdb.com/title/tt0473308/?ref_=fn_tt_tt_1,19067631,2000000,17067631,853.38155,Lew Temple
Bloodsport,http://www.imdb.com/title/tt0092675/?ref_=fn_tt_tt_1,11806119,1100000,10706119,973.2835454545456,Bolo Yeung
Kids,http://www.imdb.com/title/tt0113540/?ref_=fn_tt_tt_1,7417210,1500000,5917210,394.48066666666665,Rosario Dawson
The Squid and the Whale,http://www.imdb.com/title/tt0367089/?ref_=fn_tt_tt_1,7362100,1500000,5862100,390.8066666666667,William Baldwin
Kissing Jessica Stein,http://www.imdb.com/title/tt0264761/?ref_=fn_tt_tt_1,7022940,1000000,6022940,602.294,Scott Cohen
Exotica,http://www.imdb.com/title/tt0109759/?ref_=fn_tt_tt_1,5132222,2000000,3132222,156.6111,Bruce Greenwood
Buffalo '66,http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1,2365931,1500000,865931,57.72873333333334,Anjelica Huston
Insidious,http://www.imdb.com/title/tt1591095/?ref_=fn_tt_tt_1,53991137,1500000,52491137,3499.409133333333,Lin Shaye
Nine Queens,http://www.imdb.com/title/tt0247586/?ref_=fn_tt_tt_1,1221261,1500000,-278739,-18.5826,Ricardo DarÃŒ_n
The Ballad of Jack and Rose,http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1,712294,1500000,-787706,-52.513733333333334,Beau Bridges
The To Do List,http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1,3447339,1500000,1947339,129.82260000000002,Donald Glover
Killing Zoe,http://www.imdb.com/title/tt0110265/?ref_=fn_tt_tt_1,418953,1500000,-1081047,-72.0698,Eric Stoltz
The Believer,http://www.imdb.com/title/tt0247199/?ref_=fn_tt_tt_1,406035,1500000,-1093965,-72.931,Ryan Gosling
Session 9,http://www.imdb.com/title/tt0261983/?ref_=fn_tt_tt_1,373967,1500000,-1126033,-75.06886666666666,Paul Guilfoyle
I Want Someone to Eat Cheese With,http://www.imdb.com/title/tt0391229/?ref_=fn_tt_tt_1,194568,1500000,-1305432,-87.02879999999999,Jessy Schram
Modern Times,http://www.imdb.com/title/tt0027977/?ref_=fn_tt_tt_1,163245,1500000,-1336755,-89.117,Paulette Goddard
Stolen Summer,http://www.imdb.com/title/tt0286162/?ref_=fn_tt_tt_1,119841,1500000,-1380159,-92.0106,Brian Dennehy
My Name Is Bruce,http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1,173066,1500000,-1326934,-88.46226666666666,Ted Raimi
The Salon,http://www.imdb.com/title/tt0436742/?ref_=fn_tt_tt_1,92362,1500000,-1407638,-93.84253333333334,Vivica A. Fox
Road Hard,http://www.imdb.com/title/tt3110770/?ref_=fn_tt_tt_1,105943,1500000,-1394057,-92.93713333333334,Jay Mohr
Amigo,http://www.imdb.com/title/tt1562847/?ref_=fn_tt_tt_1,183490,1700000,-1516510,-89.2064705882353,Brian Lee Franklin
Pontypool,http://www.imdb.com/title/tt1226681/?ref_=fn_tt_tt_1,3478,1500000,-1496522,-99.76813333333332,Stephen McHattie
Trucker,http://www.imdb.com/title/tt1087527/?ref_=fn_tt_tt_1,52166,2000000,-1947834,-97.3917,Jimmy Bennett
The Lords of Salem,http://www.imdb.com/title/tt1731697/?ref_=fn_tt_tt_1,1163508,2500000,-1336492,-53.45968,Sid Haig
Jack Reacher,http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,80033643,60000000,20033643,33.389404999999996,Tom Cruise
Snow White and the Seven Dwarfs,http://www.imdb.com/title/tt0029583/?ref_=fn_tt_tt_1,184925485,2000000,182925485,9146.27425,Adriana Caselotti
The Holy Girl,http://www.imdb.com/title/tt0300270/?ref_=fn_tt_tt_1,304124,1400000,-1095876,-78.27685714285715,MÃŒ_a Maestro
Incident at Loch Ness,http://www.imdb.com/title/tt0374639/?ref_=fn_tt_tt_1,36830,1400000,-1363170,-97.36928571428571,Zak Penn
"Lock, Stock and Two Smoking Barrels",http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,3650677,960000,2690677,280.2788541666667,Jason Statham
The Celebration,http://www.imdb.com/title/tt0154420/?ref_=fn_tt_tt_1,1647780,1300000,347780,26.752307692307692,Ulrich Thomsen
Trees Lounge,http://www.imdb.com/title/tt0117958/?ref_=fn_tt_tt_1,695229,1300000,-604771,-46.52084615384615,Steve Buscemi
Journey from the Fall,http://www.imdb.com/title/tt0433398/?ref_=fn_tt_tt_1,638951,1592000,-953049,-59.864886934673365,Long Nguyen
The Basket,http://www.imdb.com/title/tt0190255/?ref_=fn_tt_tt_1,609042,1300000,-690958,-53.150615384615385,Eric Dane
Eddie: The Sleepwalking Cannibal,http://www.imdb.com/title/tt1480658/?ref_=fn_tt_tt_1,1521,1500000,-1498479,-99.8986,Stephen McHattie
Mercury Rising,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,32940507,60000000,-27059493,-45.099155,Bruce Willis
The Hebrew Hammer,http://www.imdb.com/title/tt0317640/?ref_=fn_tt_tt_1,19539,1000000,-980461,-98.0461,Judy Greer
Neal 'N' Nikki,http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1,100358,1500000,-1399642,-93.30946666666667,Abhishek Bachchan
Friday the 13th Part 2,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,19100000,1250000,17850000,1428,Betsy Palmer
Filly Brown,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,2833383,427000,2406383,563.5557377049181,Noel Gugliemi
"Sex, Lies, and Videotape",http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1,24741700,1200000,23541700,1961.8083333333334,Peter Gallagher
Saw,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,55153403,1200000,53953403,4496.116916666667,Michael Emerson
Super Troopers,http://www.imdb.com/title/tt0247745/?ref_=fn_tt_tt_1,18488314,1200000,17288314,1440.6928333333333,Geoffrey Arend
The Amazing Catfish,http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1,11278,1300000,-1288722,-99.13246153846154,Ximena Ayala
The Day the Earth Stood Still,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,79363785,80000000,-636215,-0.79526875,Keanu Reeves
Monsoon Wedding,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,13876974,7000000,6876974,98.2424857142857,Naseeruddin Shah
You Can Count on Me,http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,9180275,1200000,7980275,665.0229166666667,Matthew Broderick
Lucky Number Slevin,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,22494487,27000000,-4505513,-16.687085185185186,Bruce Willis
But I'm a Cheerleader,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,2199853,1200000,999853,83.32108333333333,Natasha Lyonne
Home Run,http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1,2859955,1200000,1659955,138.32958333333335,Vivica A. Fox
Reservoir Dogs,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,2812029,1200000,1612029,134.33575,Quentin Tarantino
"The Good, the Bad and the Ugly",http://www.imdb.com/title/tt0060196/?ref_=fn_tt_tt_1,6100000,1200000,4900000,408.3333333333333,Clint Eastwood
The Second Mother,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,375723,4000000,-3624277,-90.606925,Alex Huszar
Blue Like Jazz,http://www.imdb.com/title/tt1758575/?ref_=fn_tt_tt_1,594904,1200000,-605096,-50.42466666666666,Jason Marsden
Down and Out with the Dolls,http://www.imdb.com/title/tt0283323/?ref_=fn_tt_tt_1,58936,1200000,-1141064,-95.08866666666667,Lemmy
Certifiably Jonathan,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,7826,1200000,-1192174,-99.34783333333334,Robin Williams
The Knife of Don Juan,http://www.imdb.com/title/tt1349485/?ref_=fn_tt_tt_1,3830,1200000,-1196170,-99.68083333333333,Nataniel SÃŒÃÅnchez
Airborne,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,2850263,2600000,250263,9.625499999999999,Alanna Ubach
Waiting...,http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1,16101109,3000000,13101109,436.7036333333333,Ryan Reynolds
Dead Man's Shoes,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,6013,695393,-689380,-99.13530909859605,Paddy Considine
From a Whisper to a Scream,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,1400000,1100000,300000,27.27272727272727,Terry Kiser
Dracula: Pages from a Virgin's Diary,http://www.imdb.com/title/tt0293113/?ref_=fn_tt_tt_1,39659,1600000,-1560341,-97.52131250000001,Sarah Murphy-Dyson
Beyond the Black Rainbow,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,56129,1100000,-1043871,-94.89736363636364,Chris Gauthier
The Raid: Redemption,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,4105123,1100000,3005123,273.19300000000004,Iko Uwais
Rocky,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,117235247,960000,116275247,12112.004895833334,Sylvester Stallone
The Fog,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,21378000,1000000,20378000,2037.8,Jamie Lee Curtis
Unfriended,http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,31537320,1000000,30537320,3053.732,Shelley Hennig
The Howling,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,17986000,1000000,16986000,1698.6000000000001,Patrick Macnee
Dr. No,http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1,16067035,1100000,14967035,1360.6395454545454,Ursula Andress
Chernobyl Diaries,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,18112929,1000000,17112929,1711.2929000000001,Jesse McCartney
Hellraiser,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,14564027,1000000,13564027,1356.4026999999999,Andrew Robinson
